tag_id,tag,frequency,modelCount,wordCount,models,prompts,extraction_run_id
7f9f1892-ffd5-50a5-8b70-9c884494b730,excellent food,451,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
51426d94-2b02-57c0-87d5-4c7e8a68573f,good drinks,437,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
a52e6101-c5d5-5cd4-851e-67c300cdd5e0,overpriced,398,4,1,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
aed00714-bc82-56ba-a1dc-a3850d2d183a,will return,398,3,2,"gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
2ddc0ad4-caa3-56b5-adcb-443045990ab0,affordable prices,394,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
e22761fb-04ca-51fe-bcc6-4c5cb40e6383,delicious drinks,392,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
deb19746-0d8b-55c6-8766-fd6487500b27,live music,383,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
c92b3fde-b7c5-5f80-a719-fd608bd26e15,nice place,372,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
ba94a35c-5e54-52f7-bfb8-a6cc5f0e8236,delicious coffee,354,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
f3fdb7f1-6ccc-55bf-a711-34e8d6fa9649,great coffee,340,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
a90e4d03-995c-54e2-bf4b-c50e03d4be25,knowledgeable staff,334,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
085991bd-9c3f-5457-84a0-1ab5d8754f7f,highly recommend,323,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
a9edfb0c-2edb-533a-9648-0c3de511e736,delicious,321,4,1,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
4970f8b9-6fad-5e0d-83f9-d4c613f5fbf5,good music,318,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
14399410-a697-5b4b-adf8-89493a64a570,terrible service,316,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
d111169b-1ae3-537b-ac89-9cfa96b4bf4e,good value,309,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
1cb586ea-c463-5bf9-96df-c615bfa4840f,great ambiance,309,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
6049f2f6-56aa-51d7-a2bf-8ee799d2ee20,delicious tacos,300,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
05cc20dd-cf11-5d51-be01-086f676f48a9,hidden gem,300,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
9e200a68-180d-57a7-b1f5-60ad0373a525,great music,290,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
cc81ea04-17d6-58d2-9def-771c36a04cd6,good coffee,283,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
5f83fa4b-256c-5f4e-8777-bba94b7754d1,pricey,282,4,1,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
608a052b-8d83-5057-a43e-c2ff629f3a16,vegan options,276,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
5fbabbc0-3f92-531b-bad0-02199051223d,tasty food,275,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
bc0a661c-4bb8-5658-bf31-e643413713ee,fresh food,272,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
463025d3-d76c-5ece-933f-a7d83f9e23a3,long wait times,270,4,3,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
1f30607d-2778-5487-bbb9-ef6f6d64893f,exceptional service,268,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
09a89c5d-5a95-5cba-ae62-26d7ba75d0c1,small space,266,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
f8a5db9f-8ef2-5ef2-a930-86b8c6b3cb0b,relaxed atmosphere,264,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
2dcd791e-e7e0-5e9f-8cbd-f0877ae29649,family friendly,257,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
90c436e0-104a-551d-9434-3dc574341758,kind staff,257,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
ba744660-d355-57f0-baa0-5fd7b908dfcf,amazing service,254,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
054248ec-2e4f-5b38-8d6f-e10cbf4251aa,good prices,254,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
94b5a36c-5345-575c-8c48-d09488e04599,great place,244,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
5442e553-bfb8-5f8a-bf51-e2c37ea73e0f,not recommended,243,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
253150d3-2425-56cb-8efa-ea1c5947900e,beautiful decor,237,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
b87770ae-acbc-5192-9d13-8294fb5dd1cc,chilaquiles,231,4,1,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
0896ddce-e6d7-5152-b5d9-8309a741cea1,good atmosphere,230,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
a1daf7c3-de9a-5cdb-86b0-fc37fd2be0be,efficient service,227,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
747e3107-de34-5330-a094-28c8d34d952f,good portions,227,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
92b53494-fd0b-53b4-979b-7fe5f79ef934,cozy place,221,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
56d9e3ad-837d-5ab8-947c-738b4eac0e85,loud music,221,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
6e67ff6e-8030-540c-a20f-481c58ffd804,small venue,221,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
8166a7b4-5b5a-5ebc-bdc9-bb0069968673,good vibes,219,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
1625212d-19c5-5ffb-814a-7d546a80fe0d,terrace seating,211,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
ddd8e093-6ca8-5372-8477-0e6d995fc78a,great experience,209,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
a1773f72-52f5-52e5-8771-096a929d780f,nice atmosphere,207,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
d216009b-5375-594a-9dc9-996775afe1e7,small place,207,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
d1be4512-745d-58a2-be87-824da4930769,large portions,206,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
2b2a0919-744e-5568-8558-b49072745fb6,rude staff,202,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
51abc9ab-697a-5570-adcf-cb6e03e63aea,mediocre food,201,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
d6340473-23b0-5021-87aa-c61446879c29,great vibe,199,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
2d364523-7ec6-5f85-9a3f-92d90b104693,fair prices,198,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
da0ba293-e445-5621-a9df-df7b8a9800fa,long wait,195,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
6c0fb720-519c-5321-b8c8-191e8534bce2,delicious pizza,193,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
4674b568-a3dc-5ed3-b626-e88747089837,beautiful place,192,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
8ef45869-836c-525e-95dc-b3c6a3ff7fc5,great location,192,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
148acde6-db77-583e-9148-e6c1281ed024,fun atmosphere,190,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
6be6efa6-1518-596a-8574-3fd21b4bf257,great flavor,184,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
5b4fd930-8aef-57d9-a9b2-84a6908f718a,would return,183,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
fc15daa5-0875-51d4-8d84-9df37c80dbf8,lively atmosphere,182,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
bc629a91-fb65-5237-b420-a27aefb5c914,happy hour,181,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
572ea8ad-fff9-558a-9265-24b014482026,nice staff,180,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
0cd56fd2-c103-531c-b5e1-e63bd6009355,outstanding service,179,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
1b2091fb-d9c9-5e9d-9616-accd38027d9e,great cocktails,177,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
d29b4c59-9207-57b3-be46-4623f3ca662f,indoor seating,175,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
0c5d7f50-1137-5ef2-9af2-5eb4d6f97b32,great recommendations,173,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
eb9743f8-1a28-5138-a329-5ab32425829b,return visit,171,3,2,"gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
7c3b3d46-16f4-5d88-84a7-e7243df0bb23,best tacos,168,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
cf7286b4-70b5-5832-b7ae-b86c38191f75,breakfast spot,168,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
0e902227-c9d5-51b0-b6f6-a9ac62d49f81,limited seating,168,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
88eebebe-16ac-549c-8727-5b6860b91352,quality ingredients,168,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
b3241d15-e1b7-51b7-822a-6ef82cd04b38,avocado toast,167,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
b8cb6953-0e01-501f-bb7b-08419e41f282,warm atmosphere,164,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
02e5f4c9-6d43-5951-a2e7-bd49bad36527,delicious chilaquiles,161,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
96509615-95ad-5b37-bc64-3ff2e1c57b96,excellent coffee,160,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
cc4029dc-c145-5e5f-85c9-841f40341511,delicious desserts,159,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
11a45c27-844e-56f3-b93c-f0058f5f125c,quiet atmosphere,158,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
23626a5a-a894-5055-a6d5-6449c58c08ef,great prices,156,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
26db4655-2283-5c68-a6d5-db9492730a18,healthy options,155,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
f089babf-b610-5256-b5e8-4bea66e3b08f,relaxing atmosphere,153,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
9b7dc790-d9b4-54a9-8499-a5faa83155a7,good price,152,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
dd7d5aa7-9684-5b09-89e9-24292180568a,accommodating staff,150,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
b7bff480-96cb-5cb2-b4fe-82b5046480f2,welcoming staff,150,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
2c6593e4-a5ea-528e-9165-f18afcfc4efa,good for friends,149,4,3,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
a5badef4-a255-5429-9865-0cf2f6b87e9f,good flavor,148,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
8c4f88ea-f9a0-54f4-8e42-1ddcf9982cb1,flavorful food,147,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
bc707419-53c4-5519-9fbc-35daf08816a2,beautiful interior,146,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
0be8782d-aaf3-5002-a47d-91dcdfa67ed4,comfortable atmosphere,143,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
02f5624a-2e05-5204-8b16-3d007c238dee,birthday celebration,142,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
9508da94-919c-5c40-9d3c-dce63502beeb,patio seating,142,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
251064d0-f58c-591e-869b-aeadf8414685,average food,141,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
e016d2d5-15c5-5f77-b154-c8e74f0f6bd4,inconsistent service,141,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
7edfb80a-1e60-542b-bf9b-6c9b99f1e5cb,repeat visits,141,3,2,"gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
ed18d49a-2f10-5c12-ba4d-42344b49319f,good vibe,140,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
c0146ead-9385-52fd-8b9c-c59056b28df7,tacos,138,4,1,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
959b338c-cd06-5ddd-9a6c-87514c7e5f26,consistent quality,137,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
4e9b67a9-5308-5ae5-8569-84e99c663d2e,great value,136,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
1f1dda16-15b8-5026-ad11-3cd5dec34b78,professional service,135,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
304a7053-f9f7-5985-9b86-99b553c4fe3b,high quality,134,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
743adb89-4341-5535-9f5b-c35f5c87ef5e,worth the price,134,4,3,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
b989eb79-39a5-5d79-94fb-ee89dda33b88,best chilaquiles,133,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
d39b1cc5-d91f-5975-b044-af01b0a3d01f,delicious flavors,131,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
b59ca2d5-bcf9-55af-8d19-6fe91bfc4320,must visit,131,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
0b6478e4-7937-5a31-af7f-3667ff24c9b1,good for working,129,3,0,"claude,gemini,grok","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
5224a98a-2376-5980-89f2-00e2bfc990ef,attention to detail,128,4,3,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
cf21e6ec-fa07-53d9-951c-712b7b849b17,patient staff,127,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
9132bb58-d11a-5074-8083-87f0b88238f0,comfortable seating,126,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
9215c34d-f736-5cd4-90f0-30a9b6dcb155,very good service,126,4,3,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
cb9d09f1-aec7-5801-9824-edf953f619a4,amazing experience,124,3,2,"gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
bbd471fd-db24-5d4b-bc6a-ea5b200fb474,clean place,123,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
f4626f62-d44f-52d0-adb2-dfda2656859a,delicious breakfast,121,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
4c674591-8028-5bfb-a391-593d7b88f9c8,high quality ingredients,121,4,3,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
2dcceee9-09a3-5c6a-b3ae-d8fc5fa3118c,limited parking,121,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
3437342f-aae1-5ae8-8ae5-b7610337486a,overpriced food,121,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
18d1d56b-25db-512e-a784-a55bca13eb45,unfriendly staff,121,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
69123429-30dc-54dd-8a6d-e16508149236,cold food,120,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
e0b5c509-924d-530a-86b6-67eb1760b2d7,convenient location,120,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
9743ed41-fe28-5c94-9b39-7be10943e001,top-notch service,120,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
b8ecf841-966f-52c9-b6a1-302eb2a86d67,healthy food,119,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
e210a022-a5e3-5001-b254-75e2391e986a,disappointing food,118,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
b08e926c-0b5a-5640-8095-2c42ca176156,impeccable service,118,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
fe6ae6ae-01b7-5d3a-b34c-a7e76d727608,beautiful presentation,117,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
ca287170-343d-5674-9ad1-3714d7aff7cd,delicious bread,117,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
315bb2f3-2127-5d60-b003-652572b5f424,high price,117,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
fcaf1221-656b-5561-a4d8-ab7ad8956e64,tender meat,117,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
14fc0274-2b38-5d03-a1de-74bb78940769,bad service,116,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
c7976601-17ed-53f9-b019-46cfe1001bf8,brunch spot,116,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
45f48143-8c8a-5778-9292-79db456b249d,clean venue,116,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
28aa731e-1046-55e3-9d75-b7da5fadb9e0,repeat visit,116,3,2,"gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
aa16598f-0cfb-54df-b5f7-7046d3211a58,disappointing experience,115,3,2,"gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
19887345-edd5-526d-9cbf-65d398edd0b1,extensive menu,114,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
d06c4e6a-4773-540a-81b0-09cbfdc2d451,free parking,114,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
581c025e-2612-5027-9f27-98dd87d617d1,delicious cocktails,112,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
16c45b44-eeb9-5c63-8812-df2ff5eb1b48,clean bathrooms,109,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
f5e34ed8-c0ff-5473-9cd7-8d7a348973fe,recommended,109,3,1,"gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
d29fe2ba-2832-50c8-921f-464064798557,nice ambiance,108,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
1f4f3f49-3c55-59af-80dc-1c96ae67b139,nice decor,108,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
b387d280-3d23-56bc-9976-33510a484b47,poor food quality,108,4,3,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
60990e14-dc01-5d3b-b16c-d1f2fb23642a,exquisite food,107,4,2,"claude,gemini,grok,openai","anti_hallucination,minimal,short_phrase",week2_run_20251223_191104
